goodreads_book_id,tag_id,count
446,21438,4
446,31528,4
446,25145,4
446,21869,4
446,33104,4
446,943,4
446,7855,4
446,8086,4
698,30574,4108
698,11743,454
698,4949,161
698,8717,153
698,1629,66
698,11557,50
698,8055,50
698,8067,48
698,2666,44
698,22743,42
698,5207,39
698,11221,34
698,1659,34
698,5051,33
698,22034,29
698,12948,29
698,3389,28
698,1642,26
698,3371,24
698,18326,24
698,2277,22
698,4985,22
698,15312,21
698,18045,20
698,21989,19
698,617,18
698,3392,16
698,3377,16
698,25630,16
698,3379,15
698,11243,15
698,1416,14
698,4959,14
698,9221,13
698,22753,12
698,31656,12
698,9886,12
698,3850,12
698,20774,11
698,3216,11
698,17419,11
698,18318,10
698,25146,10
698,15169,9
698,20849,9
698,25438,9
698,23005,9
698,25144,9
698,25150,8
698,10210,8
698,6750,8
698,8683,8
698,3218,8
698,31390,8
698,2078,8
698,8689,8
698,25147,7
698,11503,7
698,18284,7
698,32708,7
698,15315,7
698,24989,7
698,25143,7
698,31391,7
698,11505,6
698,12600,6
698,18367,6
698,2313,6
698,32586,6
698,25149,6
698,18051,6
698,1645,6
698,4968,6
698,25145,6
698,3219,6
698,5080,6
698,22478,6
698,24988,6
698,22689,5
698,27535,5
698,22352,5
698,14764,5
698,14487,5
698,25148,5
698,32686,5
698,4970,5
698,25106,5
698,8656,5
698,20622,5
698,8069,5
698,23993,5
698,32688,5
698,15316,5
698,25142,5
698,19406,5
698,15782,5
698,25151,4
698,10197,4
698,14064,4
698,15786,4
890,7457,19214
890,30574,12443
890,11743,9439
890,11557,5732
890,7404,3446
890,26735,2042
890,18367,1688
890,14487,1433
890,5207,1205
890,22743,1113
890,25114,930
890,22034,790
890,2277,679
890,2313,677
890,7563,657
890,14370,644
890,12315,624
890,26740,607
890,11590,543
890,7423,512
890,240,482
890,1642,481
890,14467,460
890,30521,425
890,22753,406
890,1659,366
890,21989,355
890,923,340
890,33114,339
890,18326,324
890,20282,316
890,2312,310
890,25191,296
890,26754,296
890,12948,293
890,7417,290
890,9886,289
890,18045,286
890,24960,277
890,236,260
890,7478,256
890,10644,253
890,16563,248
890,7422,243
890,8717,237
890,25438,227
890,3885,221
890,26752,215
890,28623,215
890,9221,208
890,20774,208
890,26256,198
890,12600,193
890,18318,193
890,251,193
890,22025,191
890,20849,186
890,25761,183
890,30573,182
890,29716,178
890,4949,162
890,5090,161
890,31656,159
890,17213,156
890,30635,155
890,25167,150
890,25171,150
890,15169,149
890,2287,149
890,11505,148
890,420,146
890,31103,143
890,25152,141
890,25151,136
890,32586,136
890,25150,135
890,2104,126
890,5153,126
890,6131,125
890,3389,118
890,3392,118
890,18292,117
890,26251,116
890,22689,114
890,2271,114
890,10197,111
890,5481,110
890,22027,108
890,7472,106
890,11497,105
890,25765,101
890,6828,100
890,21656,100
890,2335,99
890,1078,99
890,254,99
890,30860,99
890,32989,98
890,25011,98
890,30590,96
902,30574,53759
902,20939,2666
902,11557,1974
902,8717,1545
902,33114,1416
902,11743,1173
902,32989,645
902,6953,595
902,7457,427
902,19974,419
902,21457,370
902,6888,341
902,6857,318
902,5207,291
902,17124,254
902,6828,240
902,6895,239
902,22743,233
902,26735,219
902,20926,201
902,16799,167
902,6838,156
902,25438,139
902,24960,134
902,20994,128
902,4949,124
902,7404,123
902,16805,118
902,21470,117
902,18045,113
902,17129,112
902,6960,104
902,25114,103
902,19983,103
902,2104,98
902,6914,96
902,12315,86
902,21459,86
902,21474,83
902,26740,82
902,17213,81
902,33165,79
902,33012,78
902,6920,78
902,20989,75
902,29076,72
902,25765,69
902,6976,68
902,30521,67
902,21447,66
902,33023,65
902,9221,64
902,17090,60
902,22034,59
902,33124,58
902,29452,57
902,30573,57
902,22753,55
902,3389,55
902,11505,55
902,19980,53
902,11497,51
902,7484,51
902,30860,51
902,20849,50
902,1691,48
902,8055,48
902,30358,48
902,20948,48
902,11590,47
902,6829,47
902,6909,47
902,3371,46
902,10197,46
902,3676,45
902,15169,44
902,6597,44
902,25150,43
902,21472,43
902,15048,42
902,6977,40
902,3392,38
902,6949,38
902,31359,38
902,20774,36
902,22689,36
902,20957,36
902,17086,36
902,20656,36
902,3677,36
902,20824,35
902,21989,34
902,25151,34
902,6847,34
902,21473,34
902,11305,33
902,25014,33
902,1173,33
902,21464,33
902,28525,32
903,30574,8440
903,11743,280
903,33114,261
903,6953,253
903,8717,247
903,11557,183
903,20939,182
903,6888,167
903,6857,154
903,6828,134
903,32989,126
903,19974,126
903,17124,102
903,6895,97
903,11305,92
903,6838,87
903,21457,81
903,10342,75
903,25438,70
903,22743,64
903,21466,61
903,16799,60
903,5207,58
903,17129,53
903,1691,51
903,6960,46
903,6920,44
903,6914,43
903,9221,38
903,27199,37
903,26735,37
903,16805,34
903,7457,32
903,6829,32
903,14487,32
903,22034,29
903,26740,28
903,18045,27
903,12600,26
903,19983,26
903,17090,22
903,25034,21
903,25114,21
903,21024,21
903,1173,21
903,21447,21
903,6597,20
903,33012,19
903,33165,19
903,17086,19
903,21892,19
903,7484,19
903,15304,19
903,6976,18
903,19980,18
903,22753,17
903,6847,17
903,3677,17
903,20926,16
903,20849,15
903,29452,15
903,12315,15
903,6836,15
903,19867,15
903,21464,15
903,24960,14
903,5161,14
903,2427,14
903,25765,13
903,6909,13
903,6977,13
903,25033,13
903,20785,13
903,6948,13
903,33150,13
903,33124,12
903,7404,12
903,10397,12
903,25436,12
903,3371,11
903,17213,11
903,30573,11
903,8055,11
903,4949,11
903,5158,11
903,21452,11
903,8067,10
903,12614,10
903,33113,10
903,3676,10
903,16757,10
903,3885,10
903,450,10
903,2104,9
903,22689,9
903,923,9
903,5231,9
903,12611,9
903,32688,9
903,5153,9
930,30574,436097
930,11557,8385
930,11743,8127
930,14487,7195
930,8717,6341
930,26138,1785
930,14467,1748
930,5207,1567
930,22743,1343
930,16203,1288
930,7457,1197
930,11590,753
930,4949,693
930,1642,667
930,8055,551
930,22034,538
930,1659,524
930,22753,490
930,3216,490
930,14552,489
930,18367,439
930,12948,417
930,240,398
930,9886,386
930,21989,337
930,19733,314
930,30521,305
930,8067,276
930,3218,276
930,2104,274
930,9221,273
930,18045,260
930,20774,241
930,18326,240
930,6750,240
930,20849,239
930,7404,237
930,8656,226
930,236,221
930,4605,206
930,11505,205
930,19742,200
930,21689,197
930,15169,185
930,5051,174
930,3389,167
930,32686,167
930,11497,166
930,16205,166
930,12905,162
930,22689,161
930,251,159
930,27535,158
930,20824,157
930,923,153
930,14527,133
930,20570,132
930,5090,131
930,32586,128
930,17213,127
930,20547,125
930,11491,123
930,24960,119
930,20288,119
930,2277,118
930,3392,117
930,7852,116
930,1128,115
930,11978,109
930,11780,106
930,8683,106
930,5481,105
930,10644,99
930,22545,99
930,3371,96
930,11574,95
930,22352,92
930,28525,91
930,18640,90
930,2313,87
930,254,86
930,25506,86
930,5036,86
930,32917,85
930,30573,83
930,18318,83
930,1078,81
930,1416,81
930,25438,80
930,20731,80
930,23993,80
930,32130,79
930,14370,78
930,617,78
930,14461,77
930,3232,76
930,4959,75
930,11595,74
930,14064,73
930,20282,73
960,30574,26678
960,11743,9364
960,20939,5740
960,11557,5077
960,30358,4563
960,8865,1937
960,22743,1714
960,5207,1712
960,29076,1274
960,27199,1024
960,1691,973
960,20994,965
960,14487,822
960,8517,820
960,9221,736
960,1642,661
960,30386,632
960,22753,605
960,8717,573
960,8055,532
960,1659,486
960,25647,460
960,20989,387
960,21989,378
960,11590,373
960,20774,373
960,12948,371
960,11305,322
960,1540,307
960,18045,272
960,20926,270
960,8067,263
960,20849,257
960,15169,246
960,14467,240
960,8020,237
960,1542,232
960,29083,217
960,26026,216
960,5090,198
960,10644,193
960,30521,193
960,8533,191
960,14552,174
960,8545,169
960,5481,165
960,30373,165
960,27535,162
960,9886,161
960,15924,161
960,26837,155
960,3389,153
960,18367,153
960,5842,153
960,17213,148
960,11978,147
960,3392,146
960,22689,144
960,10197,139
960,11497,138
960,20957,137
960,2277,134
960,22545,127
960,30381,123
960,26771,122
960,20288,117
960,5838,115
960,9336,112
960,2313,109
960,2104,108
960,4949,108
960,25685,108
960,10210,106
960,22944,105
960,20570,105
960,11505,98
960,20662,97
960,3371,95
960,23993,94
960,615,93
960,5444,93
960,24960,92
960,33777,90
960,7457,87
960,26138,87
960,21003,86
960,20205,86
960,32586,85
960,617,85
960,1128,84
960,14064,83
960,1416,83
960,25106,83
960,2938,80
960,11574,79
960,14764,78
960,20547,78
960,23349,76
960,25438,74
960,20279,73
968,11743,13725
968,8717,9968
968,11557,6024
968,30358,5358
968,30574,5231
968,5207,2283
968,22743,2235
968,8865,2013
968,29076,1507
968,14487,1379
968,1691,1244
968,20994,1160
968,22034,1018
968,27199,1011
968,9221,938
968,1642,923
968,8055,786
968,22753,776
968,1659,725
968,30386,707
968,25647,672
968,21989,623
968,12948,535
968,11590,490
968,20774,486
968,20989,480
968,20926,408
968,8067,391
968,11305,379
968,14467,379
968,20849,352
968,4949,337
968,1540,333
968,14552,324
968,18045,323
968,15169,312
968,8020,285
968,18367,264
968,17213,261
968,5090,260
968,1542,258
968,2938,242
968,10644,241
968,2277,239
968,8533,235
968,26026,234
968,26256,233
968,29083,232
968,7457,227
968,5481,225
968,11978,218
968,27535,212
968,22689,204
968,9886,202
968,3389,196
968,30373,194
968,9336,183
968,20957,180
968,11497,179
968,30521,172
968,22545,171
968,12452,171
968,33777,169
968,611,167
968,20288,166
968,5842,164
968,23993,162
968,10197,157
968,30381,156
968,617,155
968,3392,145
968,2313,139
968,20547,139
968,20570,139
968,26251,134
968,10210,133
968,615,132
968,24960,131
968,2104,131
968,5838,129
968,11505,128
968,20939,121
968,941,119
968,20824,117
968,3371,117
968,25438,117
968,26138,115
968,14064,115
968,8527,115
968,5444,110
968,14764,108
968,25106,108
968,20781,104
968,21003,103
968,1128,102
968,1416,102
968,5036,102
968,26837,101
968,26246,100
968,25685,100
1241,30574,12142
1241,21689,717
1241,8717,570
1241,4605,282
1241,4949,256
1241,11743,222
1241,19733,186
1241,11557,185
1241,5207,136
1241,22743,132
1241,8055,123
1241,22753,120
1241,24526,116
1241,22456,99
1241,11590,87
1241,1599,87
1241,3611,76
1241,5051,76
1241,22449,76
1241,9959,73
1241,20774,68
1241,1416,67
1241,4594,67
1241,30521,65
1241,15169,62
1241,20849,60
1241,1659,59
1241,21773,57
1241,22465,57
1241,22034,55
1241,9221,54
1241,19742,53
1241,617,52
1241,19786,52
1241,22451,48
1241,9477,45
1241,22689,41
1241,12948,40
1241,31505,39
1241,9484,38
1241,9886,37
1241,25523,37
1241,19788,36
1241,8067,35
1241,16077,35
1241,21374,34
1241,4959,33
1241,12869,33
1241,615,32
1241,27535,31
1241,18045,29
1241,18367,29
1241,5090,27
1241,20824,26
1241,17213,26
1241,21989,25
1241,4968,25
1241,4600,24
1241,22733,24
1241,19749,24
1241,8346,23
1241,11505,22
1241,5444,22
1241,5481,22
1241,1960,22
1241,3389,20
1241,22352,20
1241,1642,20
1241,32586,20
1241,9638,20
1241,5332,20
1241,8344,20
1241,2104,19
1241,11497,19
1241,20781,19
1241,14764,19
1241,4568,19
1241,25438,18
1241,22344,18
1241,3616,18
1241,19738,18
1241,4587,18
1241,19735,18
1241,9954,18
1241,25609,17
1241,10644,16
1241,11491,16
1241,2277,16
1241,4985,16
1241,20125,16
1241,2158,16
1241,19728,16
1241,24493,16
1241,10197,15
1241,20288,15
1241,25148,15
1241,19524,15
1241,4615,15
1241,19737,15
1241,30766,15
1427,30574,2915
1427,8717,630
1427,11557,297
1427,11743,146
1427,23471,121
1427,22034,117
1427,21989,97
1427,22753,83
1427,28384,74
1427,26138,72
1427,8055,71
1427,5207,65
1427,28341,58
1427,7606,56
1427,9221,55
1427,15626,53
1427,22743,51
1427,10644,34
1427,23150,34
1427,30521,33
1427,18045,30
1427,18640,30
1427,11590,29
1427,1642,28
1427,20774,27
1427,20849,27
1427,31505,24
1427,23465,22
1427,8067,21
1427,12948,21
1427,33777,21
1427,5481,21
1427,9886,19
1427,4949,19
1427,1416,18
1427,23148,18
1427,10197,17
1427,10210,17
1427,15169,16
1427,5090,16
1427,17213,16
1427,5656,16
1427,26126,15
1427,33616,15
1427,7457,14
1427,22689,14
1427,17640,14
1427,11978,13
1427,11305,12
1427,1659,12
1427,25630,12
1427,5655,12
1427,11497,11
1427,18326,11
1427,31155,11
1427,25647,11
1427,17639,11
1427,27535,10
1427,20781,10
1427,20288,10
1427,18919,10
1427,617,10
1427,19316,10
1427,10859,10
1427,20939,9
1427,31133,9
1427,18130,9
1427,134,9
1427,22816,9
1427,15392,9
1427,20888,9
1427,22570,9
1427,28261,9
1427,17645,9
1427,10665,9
1427,1691,8
1427,25150,8
1427,18367,8
1427,32586,8
1427,25438,8
1427,10093,8
1427,25149,8
1427,27095,8
1427,5510,8
1427,15624,8
1427,9484,8
1427,12452,8
1427,32099,8
1427,5051,8
1427,6122,8
1427,30590,8
1427,20125,8
1427,22930,8
1427,25167,7
1427,14064,7
1427,12940,7
1427,23171,7
1427,15642,7
1427,9949,7
1427,24517,7
1430,30574,37795
1430,8717,3255
1430,11743,877
1430,11557,750
1430,23150,507
1430,26138,248
1430,22743,241
1430,22034,197
1430,5207,181
1430,8055,165
1430,21989,129
1430,23471,123
1430,22753,85
1430,33777,83
1430,7606,75
1430,1642,72
1430,9221,68
1430,18367,68
1430,10644,60
1430,11590,59
1430,28341,54
1430,28384,53
1430,30521,49
1430,20774,47
1430,9886,46
1430,15626,46
1430,20849,45
1430,5481,43
1430,18045,41
1430,33616,41
1430,1659,40
1430,11978,38
1430,8067,37
1430,23171,37
1430,15169,36
1430,10197,36
1430,4949,36
1430,10210,34
1430,5655,34
1430,11497,32
1430,18640,31
1430,5090,29
1430,27387,29
1430,17213,28
1430,7457,27
1430,22689,26
1430,12948,26
1430,17639,26
1430,17640,26
1430,23148,26
1430,5656,23
1430,17645,22
1430,31133,21
1430,23465,21
1430,20125,21
1430,22930,21
1430,11505,19
1430,27535,19
1430,18130,19
1430,11574,18
1430,10093,18
1430,10094,18
1430,15392,18
1430,27368,18
1430,22545,17
1430,32586,17
1430,10825,17
1430,23149,16
1430,10412,16
1430,9738,15
1430,26126,15
1430,20731,15
1430,10817,15
1430,28261,15
1430,18326,14
1430,25438,14
1430,33812,14
1430,20797,13
1430,29141,13
1430,20888,13
1430,28189,13
1430,10665,13
1430,24960,12
1430,20781,12
1430,14064,12
1430,21111,12
1430,25506,12
1430,1416,12
1430,9638,12
1430,22944,12
1430,617,12
1430,22570,12
1430,32799,12
1430,10862,12
1430,24454,12
1430,25148,11
1430,12940,11
1430,8076,11
1430,33825,11
1430,17879,11
1618,30574,31674
1618,8717,1189
1618,11743,1099
1618,11557,672
1618,33114,380
1618,22743,291
1618,5207,271
1618,7457,236
1618,3371,207
1618,4949,193
1618,20939,188
1618,8087,172
1618,32989,166
1618,4959,158
1618,22753,108
1618,25152,106
1618,10210,101
1618,22034,89
1618,28964,82
1618,25153,79
1618,24999,78
1618,26256,77
1618,7404,74
1618,10644,68
1618,9221,64
1618,14764,63
1618,9477,62
1618,3389,60
1618,11590,58
1618,26735,58
1618,8067,57
1618,32099,57
1618,18326,56
1618,18045,55
1618,12663,54
1618,3586,54
1618,25438,53
1618,23993,53
1618,1642,52
1618,11834,52
1618,11798,50
1618,893,49
1618,3392,48
1618,8069,48
1618,25000,47
1618,1243,47
1618,3250,47
1618,19786,46
1618,12294,46
1618,3885,45
1618,3251,45
1618,12948,44
1618,8346,44
1618,21989,42
1618,12940,42
1618,26246,41
1618,24526,41
1618,21111,39
1618,1076,39
1618,20849,38
1618,19788,38
1618,26251,37
1618,10646,37
1618,4967,37
1618,3589,37
1618,25500,36
1618,240,35
1618,21374,35
1618,20774,34
1618,17124,34
1618,18284,34
1618,5393,34
1618,5751,32
1618,13207,32
1618,18367,32
1618,1659,32
1618,30551,32
1618,5051,32
1618,831,32
1618,29076,31
1618,8517,31
1618,26752,31
1618,7852,30
1618,26247,30
1618,4971,30
1618,805,30
1618,25630,30
1618,20159,30
1618,18377,30
1618,28289,30
1618,25167,29
1618,4970,29
1618,29388,29
1618,13366,29
1618,5080,29
1618,1265,29
1618,1973,29
1618,25114,28
1618,9538,28
1618,895,28
1627,30574,10796
1627,11743,663
1627,27669,400
1627,26138,303
1627,18001,298
1627,11557,263
1627,18011,141
1627,8717,103
1627,18801,103
1627,13270,100
1627,12874,96
1627,32353,87
1627,8055,76
1627,24728,76
1627,5207,70
1627,1642,68
1627,22743,65
1627,2277,61
1627,27682,60
1627,1659,53
1627,18015,49
1627,11590,43
1627,10197,42
1627,20241,40
1627,3389,38
1627,9886,36
1627,18367,35
1627,8067,35
1627,18805,34
1627,8421,34
1627,22025,33
1627,7457,32
1627,12948,31
1627,3392,28
1627,14487,28
1627,25152,26
1627,18326,26
1627,923,26
1627,20570,25
1627,2313,24
1627,14467,24
1627,13272,24
1627,31656,23
1627,30521,22
1627,10644,20
1627,617,20
1627,20243,20
1627,3371,19
1627,10210,19
1627,12877,19
1627,27656,18
1627,22027,18
1627,26657,18
1627,18045,17
1627,18318,17
1627,20547,17
1627,5404,17
1627,21989,16
1627,5481,16
1627,27062,16
1627,18013,16
1627,25167,15
1627,18054,15
1627,25438,15
1627,18851,14
1627,17213,14
1627,18640,14
1627,5036,14
1627,18664,14
1627,12880,14
1627,22753,13
1627,22034,13
1627,7404,13
1627,11643,13
1627,28751,13
1627,32724,13
1627,9221,12
1627,2312,12
1627,31535,12
1627,2104,11
1627,5090,11
1627,25151,11
1627,25150,11
1627,25147,11
1627,3379,11
1627,25822,11
1627,25630,11
1627,11644,11
1627,18663,11
1627,26459,11
1627,18004,11
1627,32366,11
1627,25153,10
1627,14764,10
1627,1078,10
1627,19524,10
1627,12598,10
1627,32936,10
1627,18848,10
1627,2674,10
1852,8717,7195
1852,7457,5666
1852,11743,2967
1852,11557,1328
1852,7404,1081
1852,1691,929
1852,33114,679
1852,2580,674
1852,22743,471
1852,5207,444
1852,14487,423
1852,18367,422
1852,6953,259
1852,26735,257
1852,17213,256
1852,6828,247
1852,30574,244
1852,22034,225
1852,9684,203
1852,2313,189
1852,32989,188
1852,6857,179
1852,2277,170
1852,22753,161
1852,7423,156
1852,240,152
1852,25114,141
1852,21989,132
1852,3389,126
1852,14467,126
1852,26740,121
1852,9221,114
1852,6888,113
1852,6895,112
1852,21195,108
1852,3392,104
1852,1938,102
1852,16001,100
1852,29045,98
1852,17124,97
1852,3885,96
1852,236,95
1852,7417,94
1852,20849,93
1852,11590,92
1852,10197,92
1852,12315,92
1852,6838,91
1852,10210,91
1852,20811,90
1852,12948,88
1852,18045,84
1852,923,82
1852,2545,82
1852,3371,81
1852,2312,80
1852,19983,74
1852,24960,70
1852,20774,70
1852,25438,68
1852,15169,67
1852,18326,66
1852,2573,66
1852,7422,65
1852,1542,64
1852,10644,63
1852,7478,63
1852,31656,60
1852,1642,60
1852,1659,59
1852,6960,57
1852,5090,56
1852,6829,56
1852,400,50
1852,6847,49
1852,14370,49
1852,3358,48
1852,33165,47
1852,19974,46
1852,29452,46
1852,3379,46
1852,25191,46
1852,20292,46
1852,26754,45
1852,7563,45
1852,14764,44
1852,10093,43
1852,29716,43
1852,20299,43
1852,11305,42
1852,9886,42
1852,25034,42
1852,251,42
1852,11497,41
1852,6178,41
1852,20282,40
1852,30573,39
1852,254,39
1852,3377,38
1852,2287,38
1934,30574,345105
1934,8717,27954
1934,7457,20533
1934,11557,7377
1934,11743,5990
1934,7404,3765
1934,33114,2123
1934,14487,2099
1934,5207,1908
1934,22743,1465
1934,26138,1136
1934,14467,877
1934,18367,839
1934,6953,830
1934,6828,721
1934,32989,666
1934,6857,659
1934,11590,648
1934,17213,615
1934,7423,543
1934,22753,508
1934,6838,469
1934,240,444
1934,509,438
1934,6888,430
1934,22034,421
1934,27199,419
1934,20811,414
1934,6895,371
1934,4949,343
1934,7852,341
1934,2313,325
1934,24960,320
1934,30521,319
1934,2277,310
1934,2104,298
1934,11221,296
1934,7478,294
1934,20774,292
1934,6750,274
1934,15169,273
1934,10210,251
1934,10197,246
1934,9221,245
1934,20849,242
1934,236,239
1934,18045,225
1934,21989,223
1934,7422,217
1934,18630,215
1934,32686,205
1934,26256,202
1934,7417,202
1934,17124,198
1934,30573,195
1934,9886,195
1934,11505,193
1934,29716,193
1934,3389,187
1934,26735,179
1934,1642,177
1934,2312,173
1934,1659,173
1934,12948,171
1934,6960,170
1934,6829,170
1934,30635,168
1934,21815,168
1934,25438,165
1934,251,162
1934,22689,160
1934,11497,159
1934,3392,151
1934,25765,150
1934,10644,147
1934,1416,146
1934,20824,145
1934,7563,145
1934,18326,142
1934,7343,139
1934,6847,133
1934,14552,132
1934,6920,126
1934,6840,122
1934,16799,120
1934,11644,120
1934,26251,119
1934,10094,117
1934,33165,114
1934,27847,114
1934,3371,113
